Lemma,Soort,Standaard,Aangetroffen,URI
klerk,beroep,klerk,clercq,https:/www.vondel.humanities.uva.nl/ecartico/occupations/112
kleurig,eigenschap,kleurig,couleurd,https://data.goldenagents.org/boedellexicon/eigenschap/kleurig
kleurig,eigenschap,kleurige,couleurde,https://data.goldenagents.org/boedellexicon/eigenschap/kleurig
kleurig,eigenschap,kleurige,couleurden,https://data.goldenagents.org/boedellexicon/eigenschap/kleurig
kleurig,eigenschap,kleurige,couleurt,https://data.goldenagents.org/boedellexicon/eigenschap/kleurig
klikker,voorwerp,klikkers,clickers,https://data.goldenagents.org/boedellexicon/voorwerp/klikker
klinkhamer,voorwerp,klinkhamer,klinckhamer,https://data.goldenagents.org/boedellexicon/voorwerp/klinkhamer
klinkhamer,voorwerp,klinkhamers,klinckhamers,https://data.goldenagents.org/boedellexicon/voorwerp/klinkhamer
klokgieter,beroep,klokgieter,klockgieter,https:/www.vondel.humanities.uva.nl/ecartico/occupations/401
kloot,voorwerp,kloot,kloott,https://data.goldenagents.org/boedellexicon/voorwerp/kloot
knaap,voorwerp,knaap,cnaap,https://data.goldenagents.org/boedellexicon/voorwerp/knaap
knaap,voorwerp,knaap,knaap,https://data.goldenagents.org/boedellexicon/voorwerp/knaap
knijpflesje,voorwerp,knijpflesje,knijpvlesje,https://data.goldenagents.org/boedellexicon/voorwerp/knijpflesje
knipbeugeltje,voorwerp,knipbeugeltje,knipbeugeltje,https://data.goldenagents.org/boedellexicon/voorwerp/knipbeugeltje
knipbeugeltje,voorwerp,knipbeugeltjes,knipbeugeltjes,https://data.goldenagents.org/boedellexicon/voorwerp/knipbeugeltje
knipje,voorwerp,knipjes,knipjes,https://data.goldenagents.org/boedellexicon/voorwerp/knipje
knoop,voorwerp,knoop,knop,https://data.goldenagents.org/boedellexicon/voorwerp/knoop
knoop,voorwerp,knoopjes,knoopjes,https://data.goldenagents.org/boedellexicon/voorwerp/knoop
knoop,voorwerp,knoopjes,knopjens,https://data.goldenagents.org/boedellexicon/voorwerp/knoop
knoop,voorwerp,knopen,knoopen,https://data.goldenagents.org/boedellexicon/voorwerp/knoop
knoop,voorwerp,knopen,knopen,https://data.goldenagents.org/boedellexicon/voorwerp/knoop
knop,voorwerp,knop,knop,https://data.goldenagents.org/boedellexicon/voorwerp/knop
knop,voorwerp,knopjes,knopjens,https://data.goldenagents.org/boedellexicon/voorwerp/knop
knopenmaker,beroep,knopenmaker,knoopemaecker,https:/www.vondel.humanities.uva.nl/ecartico/occupations/337
knopfles,voorwerp,knopfles,knopvlesse,https://data.goldenagents.org/boedellexicon/voorwerp/knopfles
knopflessen,voorwerp,knopflessen,knopflessen,https://data.goldenagents.org/boedellexicon/voorwerp/knopflessen
koe,vee,koe,,https://data.goldenagents.org/boedellexicon/vee/koe
koe,vee,koeien,koeyen,https://data.goldenagents.org/boedellexicon/vee/koe
koe,vee,koetje,koetgen,https://data.goldenagents.org/boedellexicon/vee/koe
koe,vee,koetjes,koetgens,https://data.goldenagents.org/boedellexicon/vee/koe
koeekplaat,voorwerp,koekplaatje,koekplaatje,https://data.goldenagents.org/boedellexicon/voorwerp/koeekplaat
koek,voorwerp,koeken,koecken,https://data.goldenagents.org/boedellexicon/voorwerp/koek
koekenbakker,beroep,koekenbakker,koeckebacker,https:/www.vondel.humanities.uva.nl/ecartico/occupations/505
koekenpan,voorwerp,koekenpan,koecxpan,https://data.goldenagents.org/boedellexicon/voorwerp/koekenpan
koekenpan,voorwerp,koekenpan,koecxpannen,https://data.goldenagents.org/boedellexicon/voorwerp/koekenpan
koekenpan,voorwerp,koekenpan,koekepan,https://data.goldenagents.org/boedellexicon/voorwerp/koekenpan
koekenpan,voorwerp,koekenpannen,,https://data.goldenagents.org/boedellexicon/voorwerp/koekenpan
koekijzer,voorwerp,koekenijzer,koecxijser,https://data.goldenagents.org/boedellexicon/voorwerp/koekijzer
koekijzer,voorwerp,koekijzer,koekijser,https://data.goldenagents.org/boedellexicon/voorwerp/koekijzer
koelbak,voorwerp,koelbak,koelback,https://data.goldenagents.org/boedellexicon/voorwerp/koelbak
koelbak,voorwerp,koelbakken,koelbacken,https://data.goldenagents.org/boedellexicon/voorwerp/koelbak
koelvat,voorwerp,koelvat,koelvadt,https://data.goldenagents.org/boedellexicon/voorwerp/koelvat
koetsier,beroep,koetsier,koetzier,https:/www.vondel.humanities.uva.nl/ecartico/occupations/578
koetswagen,voorwerp,koetswagen,koetswagen,https://data.goldenagents.org/boedellexicon/voorwerp/koetswagen
koffer,voorwerp,koffer,coffer,https://data.goldenagents.org/boedellexicon/voorwerp/koffer
koffer,voorwerp,koffer,koffer,https://data.goldenagents.org/boedellexicon/voorwerp/koffer
koffer,voorwerp,koffertje,coffertgen,https://data.goldenagents.org/boedellexicon/voorwerp/koffer
koffer,voorwerp,koffertje,koffertie,https://data.goldenagents.org/boedellexicon/voorwerp/koffer
koffer,voorwerp,koffertje,koffertjen,https://data.goldenagents.org/boedellexicon/voorwerp/koffer
koffiegoed,voorwerp,koffiegoed,koffijgoed,https://data.goldenagents.org/boedellexicon/voorwerp/koffiegoed
koffiekan,voorwerp,koffiekan,coffijkan,https://data.goldenagents.org/boedellexicon/voorwerp/koffiekan
koffiekan,voorwerp,koffiekan,koffijkan,https://data.goldenagents.org/boedellexicon/voorwerp/koffiekan
koffiekan,voorwerp,koffiekannen,koffijkannen,https://data.goldenagents.org/boedellexicon/voorwerp/koffiekan
koffiekop,voorwerp,koffiekopje,koffijkopje,https://data.goldenagents.org/boedellexicon/voorwerp/koffiekop
koffiekop,voorwerp,koffiekopjes,koffijkopjes,https://data.goldenagents.org/boedellexicon/voorwerp/koffiekop
kok,beroep,kok,cock,https:/www.vondel.humanities.uva.nl/ecartico/occupations/711
koker,voorwerp,koker,koker,https://data.goldenagents.org/boedellexicon/voorwerp/koker
koker,voorwerp,kokers,kokers,https://data.goldenagents.org/boedellexicon/voorwerp/koker
koker,voorwerp,kokertje,koockertje,https://data.goldenagents.org/boedellexicon/voorwerp/koker
koker,voorwerp,kokertjes,koockertjes,https://data.goldenagents.org/boedellexicon/voorwerp/koker
kokosnoot,voorstelling,kokosnoot,kokernoot,https://data.goldenagents.org/boedellexicon/voorstelling/kokosnoot
kolder,voorwerp,kolder,kolder,https://data.goldenagents.org/boedellexicon/voorwerp/kolder
kolkdeksel,voorwerp,kolkdeksel,kolkdeksel,https://data.goldenagents.org/boedellexicon/voorwerp/kolkdeksel
kolkdeksel,voorwerp,kolkdeksels,kolkdeksels,https://data.goldenagents.org/boedellexicon/voorwerp/kolkdeksel
kom,voorwerp,kom,com,https://data.goldenagents.org/boedellexicon/voorwerp/kom
kom,voorwerp,kom,kom,https://data.goldenagents.org/boedellexicon/voorwerp/kom
kom,voorwerp,kommen,commen,https://data.goldenagents.org/boedellexicon/voorwerp/kom
kom,voorwerp,kommen,kommen,https://data.goldenagents.org/boedellexicon/voorwerp/kom
kom,voorwerp,kommetjes,commetjes,https://data.goldenagents.org/boedellexicon/voorwerp/kom
kom,voorwerp,kommetjes,kometjes,https://data.goldenagents.org/boedellexicon/voorwerp/kom
kom,voorwerp,kommetjes,kommetjens,https://data.goldenagents.org/boedellexicon/voorwerp/kom
kom,voorwerp,kommetjes,kommetjes,https://data.goldenagents.org/boedellexicon/voorwerp/kom
komfoor,voorwerp,komfoor,comfoor,https://data.goldenagents.org/boedellexicon/voorwerp/komfoor
komfoor,voorwerp,komfoor,confoor,https://data.goldenagents.org/boedellexicon/voorwerp/komfoor
komfoor,voorwerp,komfoor,convoir,https://data.goldenagents.org/boedellexicon/voorwerp/komfoor
komfoor,voorwerp,komfoor,convoor,https://data.goldenagents.org/boedellexicon/voorwerp/komfoor
komfoor,voorwerp,komfoor,konvoor,https://data.goldenagents.org/boedellexicon/voorwerp/komfoor
kompas,voorwerp,kompasje,kompasje,https://data.goldenagents.org/boedellexicon/voorwerp/kompas
koningsdaalder,munt,koningsdaalder,konincxdaelders,https://data.goldenagents.org/boedellexicon/munt/koningsdaalder
konterfeitsel,voorwerp,konterfeitsel,conterfeijtsel,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsel,conterfejtsel,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsel,conterfeytsel,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsel,contrafeijtsel,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsel,contrefeijtsel,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsel,contrefeijtzel,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsel,kontrefeijtsel,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsel,kontrefijtsel,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsels,conterefeijtsels,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsels,conterfeijstels,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsels,conterfeijtsels,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsels,contrafeijtsels,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsels,contrefeijtsels,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitsels,kontrefeijtsels,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitseltjes,contirfeijtseltges,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitseltjes,contrefeijtzeltiens,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitsel,voorwerp,konterfeitseltjes,konterfeijtjeltjes,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitsel
konterfeitselschilderij,voorwerp,konterfeitselschilderij,conterfeijtschilderije,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitselschilderij
konterfeitselschilderij,voorwerp,konterfeitselschilderij,conterfijtschilderije,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitselschilderij
konterfeitselschilderij,voorwerp,konterfeitselschilderij,conterfijtschilderijen,https://data.goldenagents.org/boedellexicon/voorwerp/konterfeitselschilderij
kooi,voorwerp,kooi,kouw,https://data.goldenagents.org/boedellexicon/voorwerp/kooi
kooi,voorwerp,kooien,kouwen,https://data.goldenagents.org/boedellexicon/voorwerp/kooi
kooi,voorwerp,kooitjes,kouwetgens,https://data.goldenagents.org/boedellexicon/voorwerp/kooi
kookketel,voorwerp,kookketel,kookketel,https://data.goldenagents.org/boedellexicon/voorwerp/kookketel
kookketel,voorwerp,kookketels,kookketels,https://data.goldenagents.org/boedellexicon/voorwerp/kookketel
koopman,beroep,kooplieden,,https://www.vondel.humanities.uva.nl/ecartico/occupations/120
koopman,beroep,kooplui,,https://www.vondel.humanities.uva.nl/ecartico/occupations/120
koopman,beroep,koopmannen,coopmannen,https://www.vondel.humanities.uva.nl/ecartico/occupations/120
koopman,beroep,koopman,coopman,https:/www.vondel.humanities.uva.nl/ecartico/occupations/120
koopvrouw,beroep,koopvrouw,coopvrouw,https:/www.vondel.humanities.uva.nl/ecartico/occupations/1049
koord,voorwerp,koord,coord,https://data.goldenagents.org/boedellexicon/voorwerp/koord
koord,voorwerp,koord,koort,https://data.goldenagents.org/boedellexicon/voorwerp/koord
koord,voorwerp,koordjes,koortjens,https://data.goldenagents.org/boedellexicon/voorwerp/koord
kop,voorwerp,kop,cop,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kop,kop,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kop,koppe,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kopje,coppjen,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kopjes,coopiens,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kopjes,copgens,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kopjes,copjes,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kopjes,coppjes,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kopjes,kopjens,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kopjes,kopjes,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,kopjes,koppjes,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,koppen,coppen,https://data.goldenagents.org/boedellexicon/voorwerp/kop
kop,voorwerp,koppen,koppen,https://data.goldenagents.org/boedellexicon/voorwerp/kop
koper,stofnaam,koper,koper,https://data.goldenagents.org/boedellexicon/stofnaam/koper
koper,stofnaam,koperen,coperen,https://data.goldenagents.org/boedellexicon/stofnaam/koper
koper,stofnaam,koperen,kopere,https://data.goldenagents.org/boedellexicon/stofnaam/koper
koper,stofnaam,koperen,koperen,https://data.goldenagents.org/boedellexicon/stofnaam/koper
koperplaatje,voorwerp,koperplaatje,coperplaetje,https://data.goldenagents.org/boedellexicon/voorwerp/koperplaatje
koperplaatjes,voorwerp,koperplaatjes,coperplaetjes,https://data.goldenagents.org/boedellexicon/voorwerp/koperplaatjes
koperslager,beroep,koperslager,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/557
kopstuk,voorwerp,kopstuk,kopstuck,https://data.goldenagents.org/boedellexicon/voorwerp/kopstuk
kopstuk,voorwerp,kopstukken,kopstucken,https://data.goldenagents.org/boedellexicon/voorwerp/kopstuk
koraal,stofnaam,koraal,corael,https://data.goldenagents.org/boedellexicon/stofnaam/koraal
koraal,stofnaam,koralen,coralen,https://data.goldenagents.org/boedellexicon/stofnaam/koraal
koraal,voorwerp,koraal,corael,https://data.goldenagents.org/boedellexicon/voorwerp/koraal
koraal,voorwerp,koraaltje,,https://data.goldenagents.org/boedellexicon/voorwerp/koraal
koraal,voorwerp,koraaltjes,,https://data.goldenagents.org/boedellexicon/voorwerp/koraal
koraal,voorwerp,koralen,coralen,https://data.goldenagents.org/boedellexicon/voorwerp/koraal
korendrager,beroep,korendragers,coorendragers,https://www.vondel.humanities.uva.nl/ecartico/occupations/507
korendrager,beroep,korendrager,coorendrager,https:/www.vondel.humanities.uva.nl/ecartico/occupations/507
kornetmuts,voorwerp,kornetmuts,cornetmuts,https://data.goldenagents.org/boedellexicon/voorwerp/kornetmuts
kornetmuts,voorwerp,kornetmutsen,kametmutsen,https://data.goldenagents.org/boedellexicon/voorwerp/kornetmuts
kornetmuts,voorwerp,kornetmutsen,karnetmutsen,https://data.goldenagents.org/boedellexicon/voorwerp/kornetmuts
kornetmuts,voorwerp,kornetmutsen,cornetmutsen,https://data.goldenagents.org/boedellexicon/voorwerp/kornetmuts
koster,beroep,koster,coster,https:/www.vondel.humanities.uva.nl/ecartico/occupations/123
koster,beroep,kosters,costers,https:/www.vondel.humanities.uva.nl/ecartico/occupations/123
kous,voorwerp,kousen,cousen,https://data.goldenagents.org/boedellexicon/voorwerp/kous
kous,voorwerp,kousen,kousen,https://data.goldenagents.org/boedellexicon/voorwerp/kous
kous,voorwerp,kousen,koussen,https://data.goldenagents.org/boedellexicon/voorwerp/kous
kous,voorwerp,kousjes,kousjens,https://data.goldenagents.org/boedellexicon/voorwerp/kous
kousenmaker,beroep,kousenmaker,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/544
kraag,voorwerp,kragen,kragen,https://data.goldenagents.org/boedellexicon/voorwerp/kraag
kraag,voorwerp,kragen,kraghen,https://data.goldenagents.org/boedellexicon/voorwerp/kraag
kraakkap,voorwerp,kraakkap,kraackkap,https://data.goldenagents.org/boedellexicon/voorwerp/kraakkap
kraakkom,voorwerp,kraakkommen,craeckkommen,https://data.goldenagents.org/boedellexicon/voorwerp/kraakkom
kraakkom,voorwerp,kraakkommen,kraeckkommen,https://data.goldenagents.org/boedellexicon/voorwerp/kraakkom
kraal,voorwerp,kraaltjes,craaltjes,https://data.goldenagents.org/boedellexicon/voorwerp/kraal
kraal,voorwerp,kralen,cralen,https://data.goldenagents.org/boedellexicon/voorwerp/kraal
kraan,voorwerp,kranen,kranen,https://data.goldenagents.org/boedellexicon/voorwerp/kraan
kraanzaag,voorwerp,kraanzaag,kraensaegh,https://data.goldenagents.org/boedellexicon/voorwerp/kraanzaag
kraanzaag,voorwerp,kraanzagen,kraensagen,https://data.goldenagents.org/boedellexicon/voorwerp/kraanzaag
kraanzaagheft,voorwerp,kraanzaagheft,kraensaeghheft,https://data.goldenagents.org/boedellexicon/voorwerp/kraanzaagheft
kraanzaagheft,voorwerp,kraanzaagheften,kraensaeghheften,https://data.goldenagents.org/boedellexicon/voorwerp/kraanzaagheft
krampring,voorwerp,krampringetje,krampringetje,https://data.goldenagents.org/boedellexicon/voorwerp/krampring
krans,voorwerp,kransen,krenssen,https://data.goldenagents.org/boedellexicon/voorwerp/krans
kreeft,dier,kreeft,creeft,https://data.goldenagents.org/boedellexicon/dier/kreeft
kribbebed,voorwerp,kribbebedje,krebbeddetien,https://data.goldenagents.org/boedellexicon/voorwerp/kribbebed
krijt,stofnaam,krijt,krijt,https://data.goldenagents.org/boedellexicon/stofnaam/krijt
krijtrol,voorwerp,krijtrolletje,,https://data.goldenagents.org/boedellexicon/voorwerp/krijtrol
krijtrol,voorwerp,krijtrolletjes,krijtrolletjens,https://data.goldenagents.org/boedellexicon/voorwerp/krijtrol
kristal,stofnaam,kristal,christal,https://data.goldenagents.org/boedellexicon/stofnaam/kristal
kristal,stofnaam,kristallen,kristallen,https://data.goldenagents.org/boedellexicon/stofnaam/kristal
kristal,stofnaam,kristallijne,cristalijne,https://data.goldenagents.org/boedellexicon/stofnaam/kristal
kroes,voorwerp,kroes,kroese,https://data.goldenagents.org/boedellexicon/voorwerp/kroes
kroes,voorwerp,kroesje,kroesje,https://data.goldenagents.org/boedellexicon/voorwerp/kroes
kroniek,voorwerp,kroniek,cronijck,https://data.goldenagents.org/boedellexicon/voorwerp/kroniek
kroon,voorwerp,kronen,kronen,https://data.goldenagents.org/boedellexicon/voorwerp/kroon
kroon,voorwerp,kronen,kroonen,https://data.goldenagents.org/boedellexicon/voorwerp/kroon
kroon,voorwerp,kroontje,kroontje,https://data.goldenagents.org/boedellexicon/voorwerp/kroon
kropboot,voorwerp,kropboot,cropboot,https://data.goldenagents.org/boedellexicon/voorwerp/kropboot
kropboot,voorwerp,kropbootje,cropbootje,https://data.goldenagents.org/boedellexicon/voorwerp/kropboot
kropboot,voorwerp,kropbootjes,cropbootjes,https://data.goldenagents.org/boedellexicon/voorwerp/kropboot
kroplap,voorwerp,kroplap,kroplap,https://data.goldenagents.org/boedellexicon/voorwerp/kroplap
kroplap,voorwerp,kroplappen,kroplappen,https://data.goldenagents.org/boedellexicon/voorwerp/kroplap
kruidbakje,voorwerp,kruidbakje,kruijtbackje,https://data.goldenagents.org/boedellexicon/voorwerp/kruidbakje
kruidboek,voorwerp,kruidboek,kruijdtboeck,https://data.goldenagents.org/boedellexicon/voorwerp/kruidboek
kruidboeken,voorwerp,kruidboeken,kruijdtboecken,https://data.goldenagents.org/boedellexicon/voorwerp/kruidboeken
kruiddoos,voorwerp,kruiddoos,kruijtdoos,https://data.goldenagents.org/boedellexicon/voorwerp/kruiddoos
kruiddoos,voorwerp,kruiddoosje,kruijtdoosje,https://data.goldenagents.org/boedellexicon/voorwerp/kruiddoos
kruiddoos,voorwerp,kruiddozen,kruijtdosen,https://data.goldenagents.org/boedellexicon/voorwerp/kruiddoos
kruidenier,beroep,kruidenier,cruijdenier,https:/www.vondel.humanities.uva.nl/ecartico/occupations/127
kruidhoorn,voorwerp,kruidhoorntje,kruijdshoorntje,https://data.goldenagents.org/boedellexicon/voorwerp/kruidhoorn
kruidhoorn,voorwerp,kruidhoorntjes,kruijdshoorntjes,https://data.goldenagents.org/boedellexicon/voorwerp/kruidhoorn
kruidvat,voorwerp,kruidvat,kruijtsvat,https://data.goldenagents.org/boedellexicon/voorwerp/kruidvat
kruidvat,voorwerp,kruidvaten,kruijtsvaeten,https://data.goldenagents.org/boedellexicon/voorwerp/kruidvat
kruier,beroep,kruier,cruijer,https://www.vondel.humanities.uva.nl/ecartico/occupations/1485
kruik,voorwerp,kruik,kruijck,https://data.goldenagents.org/boedellexicon/voorwerp/kruik
kruik,voorwerp,kruiken,kruijcken,https://data.goldenagents.org/boedellexicon/voorwerp/kruik
kruis,voorwerp,kruis,gruijs,https://data.goldenagents.org/boedellexicon/voorwerp/kruis
kruis,voorwerp,kruis,cruijs,https://data.goldenagents.org/boedellexicon/voorwerp/kruis
kruis,voorwerp,kruizen,cruijsen,https://data.goldenagents.org/boedellexicon/voorwerp/kruis
kruisrijksdaalder,munt,kruisrijksdaalder,,https://data.goldenagents.org/boedellexicon/munt/kruisrijksdaalder
kruisrijksdaalder,munt,kruisrijksdaalders,kruijsrijcxdaelders,https://data.goldenagents.org/boedellexicon/munt/kruisrijksdaalder
kruiwagen,voorwerp,kruiwagen,,https://data.goldenagents.org/boedellexicon/voorwerp/kruiwagen
kruiwagen,voorwerp,kruiwagens,kruijwagens,https://data.goldenagents.org/boedellexicon/voorwerp/kruiwagen
kruk,voorwerp,kruk,kruk,https://data.goldenagents.org/boedellexicon/voorwerp/kruk
kruk,voorwerp,krukken,krukken,https://data.goldenagents.org/boedellexicon/voorwerp/kruk
krul,voorwerp,krullen,krullen,https://data.goldenagents.org/boedellexicon/voorwerp/krul
kuifmuts,voorwerp,kuifmuts,knijffmuts,https://data.goldenagents.org/boedellexicon/voorwerp/kuifmuts
kuifmuts,voorwerp,kuifmuts,kuijffmuts,https://data.goldenagents.org/boedellexicon/voorwerp/kuifmuts
kuip,voorwerp,kuip,kuijp,https://data.goldenagents.org/boedellexicon/voorwerp/kuip
kuip,voorwerp,kuipen,kuijpen,https://data.goldenagents.org/boedellexicon/voorwerp/kuip
kuip,voorwerp,kuipje,huijmpje,https://data.goldenagents.org/boedellexicon/voorwerp/kuip
kuip,voorwerp,kuipje,huijpje,https://data.goldenagents.org/boedellexicon/voorwerp/kuip
kuip,voorwerp,kuipje,kuijpje,https://data.goldenagents.org/boedellexicon/voorwerp/kuip
kuip,voorwerp,kuipjes,cuijpgens,https://data.goldenagents.org/boedellexicon/voorwerp/kuip
kuip,voorwerp,kuipjes,huijpjes,https://data.goldenagents.org/boedellexicon/voorwerp/kuip
kuiper,beroep,kuiper,cuijper,https:/www.vondel.humanities.uva.nl/ecartico/occupations/128
kuitgesp,voorwerp,kuitgesp,,https://data.goldenagents.org/boedellexicon/voorwerp/kuitgesp
kuitgesp,voorwerp,kuitgespen,kuijtgespen,https://data.goldenagents.org/boedellexicon/voorwerp/kuitgesp
kunst,rest,kunst,cunst,
kunst,rest,kunst,kunst,
kunstboek,voorwerp,kunstboek,konstboeck,https://data.goldenagents.org/boedellexicon/voorwerp/kunstboek
kunstboek,voorwerp,kunstboeken,konstboecken,https://data.goldenagents.org/boedellexicon/voorwerp/kunstboek
kunstschilder,beroep,kunstschilder,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/130
kunstschilder,beroep,kunstschilders,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/130
kussen,voorwerp,kussen,,https://data.goldenagents.org/boedellexicon/voorwerp/kussen
kussen,voorwerp,kussens,cussens,https://data.goldenagents.org/boedellexicon/voorwerp/kussen
kussen,voorwerp,kussens,kussens,https://data.goldenagents.org/boedellexicon/voorwerp/kussen
kussen,voorwerp,kussentje,kussentie,https://data.goldenagents.org/boedellexicon/voorwerp/kussen
kussen,voorwerp,kussentje,kussentje,https://data.goldenagents.org/boedellexicon/voorwerp/kussen
kustingsbrief,voorwerp,kustingsbrief,custingsbrieff,https://data.goldenagents.org/boedellexicon/voorwerp/kustingsbrief
kwartje,munt,kwartje,quartje,https://data.goldenagents.org/boedellexicon/munt/kwartje
kwast,voorwerp,kwast,quast,https://data.goldenagents.org/boedellexicon/voorwerp/kwast
kwast,voorwerp,kwasten,quasten,https://data.goldenagents.org/boedellexicon/voorwerp/kwast
kwijtschelding,rest,kwijtschelding,quijtscheldingh,
laag,eigenschap,laag,laagh,https://data.goldenagents.org/boedellexicon/eigenschap/laag
laag,eigenschap,lage,laghe,https://data.goldenagents.org/boedellexicon/eigenschap/laag
laars,voorwerp,laarzen,laersen,https://data.goldenagents.org/boedellexicon/voorwerp/laars
laarzenaantrekker,voorwerp,laarzenaantrekker,laerse aentrekker,https://data.goldenagents.org/boedellexicon/voorwerp/laarzenaantrekker
laarzenaantrekker,voorwerp,laarzenaantrekkers,laerse aentrekkers,https://data.goldenagents.org/boedellexicon/voorwerp/laarzenaantrekker
labaar,voorwerp,labaar,labaer,https://data.goldenagents.org/boedellexicon/voorwerp/labaar
labaar,voorwerp,labaren,labaren,https://data.goldenagents.org/boedellexicon/voorwerp/labaar
labbekak,voorwerp,labbekakken,labbekacken,https://data.goldenagents.org/boedellexicon/voorwerp/labbekak
labbekaksschaal,voorwerp,labbekaksschalen,labbekacks schaelen,https://data.goldenagents.org/boedellexicon/voorwerp/labbekaksschaal
ladder,voorwerp,ladder,,https://data.goldenagents.org/boedellexicon/voorwerp/ladder
ladder,voorwerp,ladders,,https://data.goldenagents.org/boedellexicon/voorwerp/ladder
ladder,voorwerp,laddertje,laddertje,https://data.goldenagents.org/boedellexicon/voorwerp/ladder
ladder,voorwerp,laddertjes,laddertjes,https://data.goldenagents.org/boedellexicon/voorwerp/ladder
lade,voorwerp,laadje,laatjen,https://data.goldenagents.org/boedellexicon/voorwerp/lade
lade,voorwerp,laadjes,laatjes,https://data.goldenagents.org/boedellexicon/voorwerp/lade
lade,voorwerp,laadjes,latjens,https://data.goldenagents.org/boedellexicon/voorwerp/lade
lade,voorwerp,lade,lae,https://data.goldenagents.org/boedellexicon/voorwerp/lade
laken,stofnaam,laken,laacken,https://data.goldenagents.org/boedellexicon/stofnaam/laken
laken,stofnaam,laken,laecken,https://data.goldenagents.org/boedellexicon/stofnaam/laken
laken,stofnaam,lakens,laackens,https://data.goldenagents.org/boedellexicon/stofnaam/laken
laken,stofnaam,lakense,laackense,https://data.goldenagents.org/boedellexicon/stofnaam/laken
laken,voorwerp,laken,laacken,https://data.goldenagents.org/boedellexicon/voorwerp/laken
laken,voorwerp,laken,laecken,https://data.goldenagents.org/boedellexicon/voorwerp/laken
laken,voorwerp,lakens,laackens,https://data.goldenagents.org/boedellexicon/voorwerp/laken
laken,voorwerp,lakentjes,laeckentjens,https://data.goldenagents.org/boedellexicon/voorwerp/laken
lakenkoper,beroep,lakenkoper,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/133
lakenverver,beroep,lakenverver,lakenverwer,https:/www.vondel.humanities.uva.nl/ecartico/occupations/134
lakenwever,beroep,lakenwever,,https:/www.vondel.humanities.uva.nl/ecartico/occupations/426
lakwerk,stofnaam,lakwerk,,https://data.goldenagents.org/boedellexicon/stofnaam/lakwerk
lakwerk,stofnaam,lakwerkse,lackwerckens,https://data.goldenagents.org/boedellexicon/stofnaam/lakwerk
lam,vee,lammetje,,https://data.goldenagents.org/boedellexicon/vee/lam
lam,vee,lammetjes,,https://data.goldenagents.org/boedellexicon/vee/lam
lamp,voorwerp,lamp,lampe,https://data.goldenagents.org/boedellexicon/voorwerp/lamp
